107, 306, 235, 271
108, 306, 235, 271
109, 307, 234, 271
110, 306, 235, 271
111, 306, 235, 271
112, 306, 236, 271
113, 306, 236, 271
114, 306, 236, 271
115, 307, 237, 271
116, 307, 237, 270
117, 308, 237, 269
118, 308, 236, 268
119, 308, 235, 267
120, 307, 235, 266
121, 307, 234, 266
122, 307, 233, 266
123, 307, 232, 267
124, 307, 230, 267
125, 307, 229, 266
126, 307, 228, 265
127, 307, 227, 265
128, 307, 227, 265
129, 307, 226, 264
130, 306, 225, 263
131, 306, 225, 263
132, 306, 224, 263
133, 305, 222, 262
134, 303, 221, 259
135, 303, 221, 258
136, 302, 222, 259
137, 302, 221, 258
138, 301, 221, 258
139, 301, 221, 256
140, 300, 221, 255
141, 299, 221, 254
142, 299, 221, 255
143, 299, 221, 255
144, 298, 221, 255
145, 298, 221, 254
146, 298, 220, 254
147, 298, 220, 254
148, 299, 221, 254
149, 299, 222, 251
150, 300, 222, 250
151, 299, 221, 250
152, 298, 221, 249
153, 298, 220, 248
154, 297, 219, 247
155, 297, 219, 245
156, 295, 219, 243
157, 294, 219, 242
158, 294, 218, 242
159, 295, 217, 241
160, 294, 216, 239
161, 294, 215, 238
162, 293, 215, 237
163, 293, 215, 236
164, 294, 215, 235
165, 294, 215, 235
166, 294, 215, 235
167, 294, 214, 234
168, 294, 214, 232
169, 294, 214, 232
170, 295, 213, 230
171, 294, 213, 229
172, 294, 212, 229
173, 293, 213, 229
174, 292, 212, 229
175, 293, 212, 228
176, 292, 213, 228
177, 292, 213, 228
178, 292, 215, 228
179, 293, 214, 228
180, 294, 214, 227
181, 294, 214, 227
182, 295, 215, 226
183, 295, 215, 226
184, 296, 216, 225
185, 295, 216, 224
186, 296, 216, 223
187, 296, 215, 222
188, 296, 215, 221
189, 297, 215, 220
190, 298, 214, 219
191, 298, 215, 217
192, 298, 215, 217
193, 298, 215, 216
194, 298, 216, 215
195, 299, 216, 214
196, 300, 217, 214
197, 300, 216, 213
198, 300, 216, 212
199, 301, 217, 212
200, 301, 217, 211
201, 302, 217, 210
202, 301, 215, 208
203, 301, 214, 207
204, 301, 213, 206
205, 301, 212, 205
206, 301, 211, 205
207, 302, 211, 204
208, 302, 211, 203
209, 303, 212, 202
210, 304, 212, 199
211, 305, 212, 198
212, 305, 212, 197
213, 305, 213, 196
214, 305, 212, 195
215, 304, 212, 195
216, 302, 209, 192
217, 300, 207, 189
218, 297, 206, 187
219, 294, 204, 185
220, 291, 201, 184
221, 288, 198, 184
222, 287, 198, 184
223, 288, 198, 182
224, 289, 198, 180
225, 291, 199, 178
226, 291, 199, 178
227, 293, 200, 176
228, 294, 200, 174
229, 295, 200, 173
230, 297, 200, 172
231, 298, 201, 172
232, 300, 203, 171
233, 302, 204, 169
234, 304, 204, 168
235, 304, 204, 168
236, 305, 204, 167
237, 305, 204, 166
238, 306, 205, 165
239, 305, 206, 165
240, 306, 205, 165
241, 305, 205, 165
242, 305, 205, 164
243, 304, 207, 163
244, 304, 207, 162
245, 304, 206, 161
246, 304, 207, 160
247, 305, 206, 160
248, 305, 206, 159
249, 306, 206, 157
250, 305, 205, 156
251, 304, 203, 156
252, 303, 203, 155
253, 302, 202, 154
254, 301, 202, 153
255, 301, 202, 153
256, 301, 201, 153
257, 301, 201, 153
258, 300, 200, 152
259, 300, 201, 150
260, 299, 199, 149
261, 298, 198, 148
262, 296, 198, 146
263, 297, 198, 145
264, 297, 198, 145
